user_id,goods_id
887343b7ef8d77baed6b2fdfc4b8f536,e142b087dc0ca57b37bc4dd80a5db06c
c37822c30576714979c146f01c7c5863,77f151221f2d3d92fbf907ed79d70e10
9436613aa2b890ee2583d8a198c1760d,4194ea4a8121e23aa87e196c0cc2b957
9436613aa2b890ee2583d8a198c1760d,c81865af5c7b1907c1a3eac5534be1ea
9436613aa2b890ee2583d8a198c1760d,83535405395896321ecec1371adfa802
9436613aa2b890ee2583d8a198c1760d,87b5bfa666ced7e1df6f58ba1a625d46
9436613aa2b890ee2583d8a198c1760d,87b5bfa666ced7e1df6f58ba1a625d46
9436613aa2b890ee2583d8a198c1760d,05d41e2c91e12f04de5eaf1538c4a797
9436613aa2b890ee2583d8a198c1760d,072a80ff1bdd3a064c91f35017a28a99
9436613aa2b890ee2583d8a198c1760d,eeb7e6197829fcd1ca97c22c7a2c3874
9436613aa2b890ee2583d8a198c1760d,5244ba5aeb53cb61381211f37939adc9
af21ce521ec3c67c012a53ca30a18258,03832c9603d87e982bf098887b42695e
feae025db93921bca08d63cd317b1802,7d0e4f92be378cc82af1bfe0271a01ab
fd3f779f526113f8e0cdee9a29f3018e,7ee95bf32d23db2476532874040f8dc3
fd3f779f526113f8e0cdee9a29f3018e,33f5a8c994fa5b315fd953b760845830
fd3f779f526113f8e0cdee9a29f3018e,b98bdd3c406a329d29825f3d3ca0103c
fd3f779f526113f8e0cdee9a29f3018e,c57d3f84fe94e43eb81a5671811ae005
fd3f779f526113f8e0cdee9a29f3018e,ff4b1c6a57555bd8a13d5fade57a7041
61a97b20efdbcb53d4acdf9b265ae3f0,9140b9793f1a87959959840dc2c19224
8fd9ee62f713c2ec2fac865592188013,2a5711f5a00c187aa7d3c0080e07ab5a
c9dc45633a995a69e50580a87b907a76,26cceb0e24e064c0125d5c3b927163c3
c9dc45633a995a69e50580a87b907a76,59a0f5be0ace1980f3d9a21ddea36b7e
5e835b76a5f2ec869d9873b6f8f3f741,c7f797f3b211e717048280a37bc1505b
78355314f9ee321fc2a7fe31656958b4,00758e1010b091593b2580622883f8b7
2b5d6bbf2d020d14db97aa8dd26f396f,dd5f6b4fb1003781a2ac8acace3d6160
297d0dcb5ff5527d5dd7c831e5c758e5,51b75d79f3ec5414865a603a8a1173a4
f8a48ac23b9f858cdfd57fcf6c52494d,4aa38591728eae8c69c7fd74e641dfcf
d66d2191f933521e28bd47ad874c6d33,0c5f28148ee533e7288129a3bf9fda85
074d63d0b16debd8f462fef0c236df4a,0e6f5ae42855a6d39d3f0183093b62a3
4914251f33d7fe37ea9e9c4a600849c6,bcafb0fa137661010550309df2d481db
d8fde9b87e9ed862e5661883c8f4910d,03af0ef0d0f070cc1ad16972145c7d2b
562acf8199865ff9bcc098e9b034baa8,126a82a0025432c423dd593fa1367ac5
562acf8199865ff9bcc098e9b034baa8,8ae05e82bcacced8f3dc3852fa72fe47
562acf8199865ff9bcc098e9b034baa8,8ae05e82bcacced8f3dc3852fa72fe47
562acf8199865ff9bcc098e9b034baa8,8a7b4fa3c36e1059f4f935e036799bd0
562acf8199865ff9bcc098e9b034baa8,7c92cdbfee9d13427f5c3179739625c7
a8d87b4bb48f4b2e577aecadc5cfc9ba,44d09ac66374b8110a1f9c7ec1948b0a
58ed711cb08326c62d5aeb91ddf70fd5,debcae7de64153676c18eb6dd416e29e
9ef120e2fe66e55c98679f1498ee8155,f1b01872ff45d3b4e14191526ef70f7a
ccb28e0ad7abf458b44eef15623f6303,5ba8c5e00078009b7730093c94b099fa
ccb28e0ad7abf458b44eef15623f6303,fcb0700913d7e208f2016beec291ad1e
ccb28e0ad7abf458b44eef15623f6303,f14b77626caf70bfae99eae1f839a1f7
e78a1527b7a9562c46de8966b772f71c,40d49e42d05746ac1468d94eb451c342
786ef433dc6ed244d7a1b321c73ca1a4,74418e6910f2692b40ae231ce179d4d3
786ef433dc6ed244d7a1b321c73ca1a4,74418e6910f2692b40ae231ce179d4d3
f19ee66e19a1448bc89e91218d929d88,e3cad5f2f67919030ba641b3dd555c72
95449d8ddc5d4d7bc0b9bb7651060948,7cec11031eb40e99e0e8fdd6eb997d9c
95449d8ddc5d4d7bc0b9bb7651060948,7b1ac02489ccc8942ebb7e9a986dad21
95449d8ddc5d4d7bc0b9bb7651060948,245b75e84514347a20ede8f79f6ae7f0
95449d8ddc5d4d7bc0b9bb7651060948,f74d0e8e419532e45f2f8e479e23ed26
1a7917036678e7a52cbfed6763fd3a60,5080d83616d8d11d01a89f67a1cccf3e
1a7917036678e7a52cbfed6763fd3a60,fa097d68538988104b6dd6bd2cb6cc1d
1a7917036678e7a52cbfed6763fd3a60,975ae9c4db3f8288e6ff8320e0d9c123
1a7917036678e7a52cbfed6763fd3a60,ad04aa2b6d2a1b825c621b144aa6a7c1
1a7917036678e7a52cbfed6763fd3a60,61d6c2e8790ecbf6d1e3fe1a0bf9f8c6
1a7917036678e7a52cbfed6763fd3a60,4dbaec0fba2ab50f0b4fc6b175440361
1a7917036678e7a52cbfed6763fd3a60,377c6d16a0fe165fb85176ae39c2c4ae
206cb6f00c96244e62099f010c764fbb,fb2affac55766d810efc785a60356352
b86771f0b9d33e6f823dd84029c77c84,572b0f31cc5961dad632459b2b87f406
400d57cbd62a25a18b05d93052f10bd0,b4f0a474a7ca55fec8d0141a99ddef01
fbcd9ca5a3f0968eadac1056b6b8c3f0,4c8ad7391a0145df7b0570d1253695d1
fbcd9ca5a3f0968eadac1056b6b8c3f0,7b4e65db38060bfc61e8dcfd7670b649
fbcd9ca5a3f0968eadac1056b6b8c3f0,35be59dbea04e09a26f22d61d0e044dd
fbcd9ca5a3f0968eadac1056b6b8c3f0,35be59dbea04e09a26f22d61d0e044dd
fbcd9ca5a3f0968eadac1056b6b8c3f0,35be59dbea04e09a26f22d61d0e044dd
fbcd9ca5a3f0968eadac1056b6b8c3f0,35be59dbea04e09a26f22d61d0e044dd
fbcd9ca5a3f0968eadac1056b6b8c3f0,79636b76ceba92d9ece2cfe689fab828
fbcd9ca5a3f0968eadac1056b6b8c3f0,9295150c7e6a80368a45473db5efbd20
fbcd9ca5a3f0968eadac1056b6b8c3f0,45539b7fb8e564f2def0af086c014516
fbcd9ca5a3f0968eadac1056b6b8c3f0,0c057e841d8ddcc3a1cf14dd1801a1f0
fbcd9ca5a3f0968eadac1056b6b8c3f0,281f694b81d9432ca24741e22f77ca0a
13f715abf5316641ca86d80a4bb175e1,04365da29c99afabe0a2e23fab527b0d
13f715abf5316641ca86d80a4bb175e1,04365da29c99afabe0a2e23fab527b0d
13f715abf5316641ca86d80a4bb175e1,04365da29c99afabe0a2e23fab527b0d
c496867d3639712242682a9dc56bc44e,9e283f768e426ffeab2770bda6e15521
9d5b20219935943fe78c960cb206a92e,a41490ee68f84aec481f6fc0bb1daa02
d9d2eee8b1cb6e66b096a9c75ebb38b0,227d996556d21dc646fa296613ca486d
d9d2eee8b1cb6e66b096a9c75ebb38b0,b0069abf7f667efe0d5a86beb9613326
029792c7bffe06879c4f39ca752d20dc,91e03c6da715fb2861a33a40526a7671
5e8c7d3156838e82349a64b6178f90f9,3e0a5843d7a1da8617cf0c63289fbb93
2f31aadc00ff5c15949b4fdfa7a02cbd,4a234d4728c1a983d137c0b419048b37
f1b7e9d9bc01dac07705935e02efe4ba,d35fdcb98bb802df6f0da59d8ef61f5b
1c4318d52bacd84c333fe09b42eb9fc1,4ed5a7aa5743d1b626c47683074cddcb
1c4318d52bacd84c333fe09b42eb9fc1,0c1e7c281f205e5178215fc6f8eb9133
d228cbbe95b244f8926a6b3a796856cd,1424880327ba08f64073e1254fdd3a19
c425d25ecada28d5d8b75ea19a450ca5,c6fcf1b40668cb7aeeabd3d1e979a721
c425d25ecada28d5d8b75ea19a450ca5,c6fcf1b40668cb7aeeabd3d1e979a721
9a818c624402f1f13a4328d34aba9724,6c51d3ed65ea92d259a48ec9a7270309
9a818c624402f1f13a4328d34aba9724,8b7c364fee7d84fef040086e174310d1
9a818c624402f1f13a4328d34aba9724,8b7c364fee7d84fef040086e174310d1
9a818c624402f1f13a4328d34aba9724,d325f878c0f70e783e0c83622a0ca97f
9a818c624402f1f13a4328d34aba9724,d9d0956b65964330358590881adb8622
